Headlines,Dates,Descriptions
Tesla posts sales of almost 1 million cars in 2021,03 Jan 2022,"The electric carmaker sold 936000 vehicles last year, up 87% from its 2020 sales. The company's autopilot system is currently being probed over safety..."
"Can Tesla (TSLA) Be Stopped? Toyota, VW Pour Billions Into Electric Cars 2022",04 Jan 2022,"Volkswagen and Toyota are coming for Tesla, laying out $170 billion worth of investments to stay on top."
Explainer: How Tesla weathered global supply chain issues that knocked rivals,04 Jan 2022,Tesla Inc's ability to design components in-house gave the automaker agility in making tweaks to parts and coping with supply chain issues that hit other...
Tesla Stock Nears a New Record. Wall Street Says It's Worth 100 Times Earnings.,04 Jan 2022,"Tesla Stock Is Near a New Record. Wall Street Says It's Worth 100 Times Earnings. ... Tesla stock traded above $1,200 a share early Tuesday, putting it close to..."
Electric cars hit 65% of Norway sales as Tesla grabs overall pole,05 Jan 2022,"Electric cars made up nearly two thirds of Norway's new sales in 2021, with Tesla the top selling automobile brand overall, as the country pursues its goal..."
U.S. automakers line up EV models to take on Tesla,05 Jan 2022,"1 U.S. automaker by Toyota Motor Corp (7203.T) , opens new tab, is aiming to introduce 30 new EVs globally by 2025."
Nikola drops $2 bln patent lawsuit against Tesla over truck design,05 Jan 2022,"Electric-vehicle maker Nikola Corp is dropping its patent lawsuit against Tesla Inc over the design of Tesla's Semi trucks, according to a filing late..."
This 932000-Mile Tesla Model S Is Still Hanging In There,07 Jan 2022,"This Thursday, German taxi driver Hansjörg von Gemmingen-Hornberg posted a photo of his Model S's odometer, which read 1.5 million kilometers (or 932,056 miles)..."
"New controversy in making? Tesla wants only cameras, AI to go fully autonomous",07 Jan 2022,Tesla chief Elon Musk has shared that the EV company will make a system based on cameras and artificial intelligence to attain full autonomy in driving.
"Tesla Model X Plaid Now Comes Only As 6-Seater, Costs $6,500 More",07 Jan 2022,"Tesla has applied a new change to its Tesla Model X model - specifically to the Plaid version, which now comes standard in the 6-seat configuration only."
Elon Musk Says Tesla Robots Could Achieve AGI,19 Jan 2022,"In a recent tweet, he claimed out of nowhere that his car company's recently-teased humanoid robot, Optimus, ""might play a role"" in bringing about artificial..."
Tesla Factory In Fremont Shows Signs Of Strong Start In 2022,19 Jan 2022,"A new drone flyover of the Tesla Factory in Fremont, California indicates that Tesla's electric car production is booming not only in China."
Next-Gen Tesla Model S Goes All-In on Performance in Optimistic Rendering,19 Jan 2022,"The next Model S could set its sights on the Lucid Air and aim to become more refined, or it could stick to the Plaid recipe and stamp on the throttle..."
"Made in Germany Tesla Model Y Spotted in Norway, Hides More Than a Few Surprises",21 Jan 2022,"Some of the pre-production made in Germany Tesla Model Y ended up in Norway for testing, and people noticed those cars are different from those made in..."
See Refreshed Tesla Model X With CCS2 Port Spotted In Norway,21 Jan 2022,Both the refreshed Model S and Model X will be natively compatible with the CCS2 charging standard in Europe. ... A brand new refreshed Tesla Model X was recently...
"NXCR rebrands, launches Tesla subscription program aided by AutoWeb",21 Jan 2022,"NextCar Holding Co. (NXCR), the fintech and insurtech vehicle subscription platform founded by Scott Painter and Georg Bauer, has a new brand and offering with..."
Panasonic to invest $700 million to produce Tesla EV battery -Nikkei,24 Jan 2022,"Japan's Panasonic will begin producing its new lithium-ion battery for Tesla from as early as 2023, with plans to invest about 80 billion yen ($705 million)..."
"Tesla countersues JPMorgan, claims bank sought 'windfall' after Musk tweet",24 Jan 2022,"Tesla Inc on Monday fought back against JPMorgan Chase & Co over a disputed bond contract, countersuing the bank for seeking a ""windfall"" following Elon..."
Panasonic to start producing new Tesla batteries in 2023,24 Jan 2022,Panasonic to start producing new Tesla batteries in 2023 ... OSAKA -- Panasonic will start mass production of new lithium-ion batteries that increase the range of...
Intel’s MobilEye Levels Up To Take On Tesla And Others In Self-Driving,25 Jan 2022,"They are camera-centric, but believe LIDAR and radar provide important, though secondary functions. More than that, MobilEye is actually building its own custom..."
Tesla Model Y Seen as 2022 EV Best-Seller; Electric Car Sales May Hit 10 Million,25 Jan 2022,Tesla's Model Y Seen Climbing Sales Ranks as EVs Head for 10 Million Mark · Over 10 million plug-in vehicle sales · Tesla's Model Y becomes one of the best-...
"Cybertrucks, new factories in focus as Tesla set to report record earnings",25 Jan 2022,"Tesla Inc is expected to post record revenue on Wednesday, but analysts and investors are focusing on how fast Tesla can scale up production at two new..."
Tesla's Musk sees Cybertruck production delayed to 2023,26 Jan 2022,"Tesla Inc has delayed production of its much-awaited Cybertruck, aiming to start in 2023, chief executive Elon Musk said on Wednesday, at a time when rivals..."
Elon Musk Says Tesla's Humanoid Robot Could Be Bigger Than Car Business,26 Jan 2022,The humanoid robot Tesla Inc. first teased five months ago may be the most important product the carmaker is working on and has the potential to be more...
"Tesla will not introduce the Cybertruck this year, and is not working on a $25,000 car now, says Musk",26 Jan 2022,"Tesla CEO Elon Musk said during the company's fourth-quarter earnings call that the company won't release any new models this year, and isn't currently..."
America's new weight problem: Electric cars,28 Jan 2022,"While I find an electric car revolution to be inevitable (due to sticks as much as carrots), EVs have plenty of challenges: usable range, cost, availability..."
Over 10 Percent of Tesla Model S EVs Fail Germany's Strict Inspection After 3 Years,28 Jan 2022,Over 10 Percent of Tesla Model S EVs Fail Germany's Strict Inspection After 3 Years. It's actual hard data on Tesla's quality issues as seen in the wild. ... In...
"Tesla launches 'TeslaMic,' a microphone for in-car karaoke",28 Jan 2022,"Tesla launches 'TeslaMic,' a microphone for in-car karaoke ... Tesla has launched a new product: a microphone called 'TeslaMic' designed for its in-car karaoke..."
Tesla delivers record number of cars despite challenges,04 Apr 2022,The electric carmaker delivered more than 310000 vehicles in the first three months of this year.
[VIDEO] Singaporean 'Drives' To Penang Using Tesla's Autopilot Feature,04 Apr 2022,"""Crossed the custom within 45 minutes at midnight,"" said @sgpikarchu, adding, ""Drove past KL, continuing up north! Go, Tesla."" The Tesla owner flashes their..."
Why Tesla Stock Popped Today,04 Apr 2022,"What happened. Shares of fast-growing automotive company Tesla (TSLA 0.66%) jumped in Monday afternoon trading, up 4.5% as of 1 p.m. ET despite missing on..."
Taiwan's 'baby Tesla' of scooters heads to Wall Street,05 Apr 2022,"Gogoro, a Taiwanese electric scooter startup that's backed by Al Gore and one of Apple's biggest suppliers, is about to have its day on Wall Street."
Is Geely's Tesla-chaser more than an attention Zeekr?,05 Apr 2022,"Customer deliveries of the 4,736 mm long electric car commencing in mid-2019. The Jihe A (or Ji He A) is powered by a single 120 kW and 250 Nm motor. The (..."
"Can Tesla's Model Y Take a 1,000 Mile Road Trip? Absolutely.",05 Apr 2022,The Model Y road trip covered the most distance of our EV adventures by far. We felt a little range anxiety early in the trip. Our first charging stop—selected...
Tesla recalls 127785 Model 3 vehicles in China due to risk of losing power while driving,07 Apr 2022,"Tesla recalls 127,785 Model 3 vehicles in China due to risk of losing power while driving ... The potential failure can cause the vehicle to fail to start if it..."
"Tesla's Autopilot Got a Partial Ban From the Police in Malaysia, Here's Why",07 Apr 2022,It's also a safety matter everyone should consider not doing. But officers in Malaysia took it a step further and banned the irresponsible usage of Tesla's...
"Updated Cybertruck, Futuristic Robotaxi Teased at Tesla's Texas Cyber Rodeo",07 Apr 2022,"Updated Cybertruck, Futuristic Robotaxi Teased at Tesla's Texas Cyber Rodeo. The electric automaker teases new products and anticipated arrivals over the next..."
Tesla Model Y with larger battery is coming and cheaper than you expect,13 Apr 2022,The car runs on the company's higher-capacity 4680 battery cells and sports a number of other features not present on other versions. That includes a new...
"Judge finds Tesla liable to Black former worker who alleged bias, but slashes payout",13 Apr 2022,U.S. District Judge William Orrick in San Francisco ruled after jurors last October found that Tesla subjected Owen Diaz to a hostile environment at Tesla's...
Fake Tesla Release Sends Lithium Miner's Stock on a Wild Ride,13 Apr 2022,Fake Tesla Release Sends Lithium Miner's Stock on a Wild Ride ... This article is for subscribers only. Shares of Lithium Corp. whipsawed on Wednesday after an...
Tesla's Musk raised billions ahead of Twitter bid,14 Apr 2022,"Elon Musk wants to buy Twitter Inc for $43 billion in cash, and the $16.4 billion he netted from sales of Tesla Inc shares last year could help."
China's Covid Lockdown in Shanghai Hits Up to 40000 Tesla Electric Cars,14 Apr 2022,"Tesla Staring Down 40,000 Lost EVs Due to Shanghai Lockdown."
Tesla (TSLA) Stock Price Slips on Elon Musk’s Twitter Buyout Offer,14 Apr 2022,Tesla Inc. shares slipped as investors absorbed the prospect of a new distraction for Chief Executive Officer Elon Musk.
Tesla may be driving itself out of the running,06 Jul 2022,"As with many speculative stock bubbles, this genuine technological innovation led to a growth in companies profiting from this innovation and rising stock..."
BYD Takes Tesla’s EV Sales Crown — If You Count Hybrids,06 Jul 2022,BYD Takes Tesla's EV Sales Crown — If You Count Hybrids - The Shenzhen-based automaker sold 323519 pure electric and 314638 hybrid passenger cars worldwide...
Samsung wins multi-billion-dollar camera module deal from Tesla,06 Jul 2022,"Samsung Electro-Mechanics Co., the electronic components unit of Samsung Group, has won a multi-billion-dollar deal to supply camera modules to Tesla Inc."
‘Chinese Tesla’ To Drive Lifestyle-Based Nio House Across Europe,07 Jul 2022,"Nio - aka the 'Chinese Tesla' - has opened a bold retail showroom like no other, aiming to spearhead growth in Europe and the U.S. And if the auto maker has..."
