Headlines,Dates,Descriptions
Tesla Model 3: Autopilot is most popular option among reservation holders and 58% want a battery upgrade,21 Mar 2017,"67% of respondents said that they want the feature. It is currently offered on the Model S and X with two options: Enhanced Autopilot ($5,000) and Fully Self-..."
Tesla Owners Maintain Affection for Their Cars Despite Quality Issues,21 Mar 2017,"Despite garnering below-average reliability ratings, Tesla is probably the one car brand with the most fervent disciples."
Elon Musk gobbles up $70MILLION-worth of Bel Air mansions,21 Mar 2017,"Astounding photos show one of the massive, eco-friendly compounds where Tesla CEO Elon Musk lives."
"Tesla, BMW, Nissan Expand EV Charging Networks | News",25 Apr 2017,Last week Nissan announced that it will build nine more stations with charging provider EVgo to help fill the remaining gaps in a 50-station corridor between...
Four of the wildest ideas from Tesla's Elon Musk,25 Apr 2017,"Using computers with your brain. The idea behind melding the human brain with computers surfaced during 2016's Code Conference, when he suggested artificial..."
Tesla Model X doors 'wouldn't open' as the car sets fire,25 Apr 2017,Tesla owner demands $1million after Model X doors 'wouldn't open' as the car crashes and bursts into flames · Owner Lee Tada claims the car crashed and set fire...
How to escape from a Tesla Model X Falcon Wing door that lost power,26 Apr 2017,"When looking directly at the speaker cover, Tesla's guide indicates that there's a lip in the upper rear corner of the cover. Removing the cover will expose the..."
Consumer Reports downgrades Tesla Model S and X for missing autobrake,26 Apr 2017,"Consumer Reports brought down the hammer on Tesla this week for its new cars, which lack autonomous emergency braking (AEB), even though some older ones do..."
Tesla offers more sweeteners to try quell unrest at key German supplier,26 Apr 2017,"PRUEM, Germany (Reuters) - Luxury electric carmaker Tesla has offered more sweeteners to try to quell unrest at a key German supplier, whose founder and chief..."
Tesla rival Lucid rises on home turf,02 May 2017,Former Tesla engineer Peter Rawlinson tries to convince skeptics that the Lucid Air is next big EV breakthrough.
White Tesla Model 3 Prototype Spotted in Palo Alto Reveals Every Line,02 May 2017,"With only a few months left for testing, Tesla Model 3 release candidates are beginning to pop up on American streets like never before."
Two Tesla Execs linked to advanced recycling startup Redwood Materials,02 May 2017,Two Tesla Execs linked to advanced recycling startup Redwood Materials ... Tesla Chief Technology Officer and co-founder JB Straubel and Andrew Stevenson have...
The Problem With Tesla's Competition (NASDAQ:TSLA),28 Jun 2017,"While they do a fine job as commuters in a niche market they are NOT mainstream cars. That is, able to commute or go long distance with equal ease. Don't even..."
Patron saint of electricity — the man who invented the remote control,28 Jun 2017,"Rather eccentric, Nikola Tesla was highly regarded for many of his inventions."
Bloomberg Launches Site to Track Elon Musk Companies,28 Jun 2017,"To emphasize just how busy Elon Musk is, Bloomberg has launched a site to track initiatives at the four companies he's running – Telsa, SpaceX,..."
Tesla shares have hit a speed bump (TSLA),30 Jun 2017,After rallying almost 80% since the beginning of the year — and looking like $400 might be in sight — Tesla shares have retreated over the past week to $360...
Elon Musk is going to start putting cars in a giant hole under Los Angeles,30 Jun 2017,Tesla and SpaceX founder hopes that the huge holes can let people travel across America more quickly.
A lot is priced into Tesla right now: UBS' Colin Langan,30 Jun 2017,Discussing what Elon Musk's teased announcement for the Tesla Model 3 will be over the weekend with UBS analyst Colin Langan.
Tesla Model 3: rare look at the interior with picture of the backseat,20 Jul 2017,"However, for leg room and back seat comfort it looks like typical entry luxury sedan. For back seat use based on the photos I would rather be in the back of the..."
"Tesla Model 3: 7th production car spotted, rear seat photos",20 Jul 2017,"A photo of the vehicle's temporary registration ID affixed to the lower right corner of the windshield reveals the VIN. Using the Model 3 VIN decoder, we see..."
Apple is reportedly working on electric car batteries with China's biggest battery maker,20 Jul 2017,"Last year, Apple was rumored to be working on an autonomous all-electric car codenamed 'Project Titan'. The company later confirmed development work on an..."
Model X P100D review: Does Tesla's electric SUV pass the practicality test?,15 Aug 2017,"Our 301.7 km (187.5 mi) loop was completed with 20 percent of charge left, having averaged energy consumption figures of 240Wh/km. Based on that performance,..."
Tesla starts offering home charging installations in certain markets,15 Aug 2017,"I got a 240v 14-50 installed. Was a 75ft run up into the attic, across the house, and down into the garage. Total cost was $900. Felt fair to me. Was a perfect..."
Error Messages Lists,15 Aug 2017,"B4B3 represents the alert ID. I find that ID <= 3500 either results in the alert message ""Unrecognized Alert ID"" or something else meaningful (or at least less..."
Tesla driver crashes into Novato home,29 Aug 2017,"A 66-year-old woman crashed a Tesla SUV into her son and daughter-in-law's Novato home on Tuesday, authorities said. The woman, who was not identified,..."
Tesla Model 3 rival Chevrolet Bolt suffers from faulty batteries,29 Aug 2017,"ONE of the closest rivals to the Tesla Model 3 in terms of cost and performance for an electric car is the Chevrolet Bolt, but it has just been found to..."
Tesla Model 3 inaugurates 'game changer' Infinity highway near Gigafactory,29 Aug 2017,Tesla Model 3 inaugurates 'game changer' Infinity highway near Gigafactory ... The completion of a new highway was part of Tesla's deal with the state of Nevada...
Tiffany Beers Leaves Nike For Position at Tesla Motors | SneakerNews.com,01 Sep 2017,"They say all good things must come to and end. The incredible run for Tiffany Beers at Nike is over, as she has chosen to leave the brand for a position at..."
Elon Musk Should Consider the Stunning Tesla Model EXP,01 Sep 2017,"The Tesla Model EXP concept has been imagined by Spanish designer Xabier Albizu, who should be contacted by Elon Musk pretty soon."
Tesla is working with world's largest wind-turbine maker to deploy batteries at wind farms,01 Sep 2017,Tesla is working with world's largest wind-turbine maker to deploy batteries at wind farms ... Tesla's large-scale Powerpack energy storage projects have so far...
Tesla Pickup Rendered as a Luxury Electric Truck,07 Sep 2017,"They say EVs will never take over America if they can't cater to the needs of the pickup drivers. A few companies are already working on it, Tesla included."
Tesla pickup truck rendered,07 Sep 2017,"A Tesla pickup truck is coming. Tesla CEO Elon Musk hasn't revealed a lot of details about it, but back in April, he said we could expect it in ""18 to 24..."
Tesla Model 3 vs 2018 Nissan Leaf – A side by side comparison,07 Sep 2017,"Tesla's mission is simple and includes getting other automakers to join in the party. The Chevy Bolt, quirky as it may look, technically beat Tesla to..."
"Tesla, Inc. to Discontinue Cheapest Model S as Model 3 Deliveries Ramp-Up",21 Sep 2017,Tesla moves to further differentiate its pricier vehicles from the Model 3. Here's what investors should know.
Tesla Drivers Need to Get Off Their High Horse: They're Human After All,21 Sep 2017,"These days, hybrids have fallen back in their fight for the environment, with the EVs taking up their role. There are several models on the streets all over..."
50 Tesla Vehicles Are Now Part of Dubai's Taxi Fleet,21 Sep 2017,Dubai has opened the doors for positioning itself globally in the area of self-driving cars with the delivery of 50 Tesla vehicles for its taxi fleet.
This Week in the Future of Cars: Time to Problem-Solve,22 Sep 2017,"Plus: We play a game meant for traffic engineers, Apple engineers take on self-driving, and Sebastian Thrun wears a puppy."
Tesla's SolarCity Hangover - WSJ,22 Sep 2017,"That trust took a slight hit on Friday when the Justice Department announced that SolarCity, a Tesla subsidiary, agreed to pay about $30 million to settle..."
Now's your last chance to pick up a RWD Tesla Model S,22 Sep 2017,"Now's your last chance to pick up a RWD Tesla Model S · Tesla hasn't been quiet about the death of its final rear-wheel drive Model S · On Sunday, Sept. 24,..."
Why billionaire hedge-fund manager David Einhorn likes GM stock better than Tesla,05 Oct 2017,"Wall Street hedge-fund manager David Einhorn thinks his forest green Tesla is a nifty car to drive, but he believes General Motors is a much better..."
Tesla charging station a coup for Eaton,05 Oct 2017,This video is either unavailable or not supported in this browser ... Eaton is the first destination in WA to be home to Tesla's Supercharger stations. The...
Tesla Model S P100D strips 500 pounds to set 1/4 mile record at 10.41 seconds,05 Oct 2017,"The end result was a weight reduction of nearly 500 lbs (220 kg) from its factory 4,941 lbs weight and a record-setting 1/4 mile blast at 10.41 seconds at..."
Musk counters Model 3 'handbuilt' claims with a production line video,10 Oct 2017,Tesla CEO took to Instagram to refute claims of handbuilding the Model 3.
Uber riders in Dubai can now select electric-powered Tesla,10 Oct 2017,"The US-based ride-hailing app launched the UberONE option on Tuesday in partnership with Dubai Taxi Corporation, which added 50 Tesla Model X and Model S to its..."
Will Tesla Inc (TSLA) Stock Really Climb to $500 Per Share?,10 Oct 2017,"Tesla has fought through some tough news lately regarding the Model 3, but as long as TSLA stock is above $330, bulls should be fine."
Tesla Model 3 for sale on Craigslist,11 Oct 2017,"There's a massive waitlist for the Model 3, Tesla's first mass-market sedan. One person is betting people will pay more to skip the line."
This Is What Tesla's Electric Semi-Truck Will Probably Look Like,11 Oct 2017,"Originally slated to be revealed later this month, we'll have to wait a bit longer for Tesla to lift the wr..."
First used Tesla Model 3 is listed for sale at $150000,11 Oct 2017,"First used Tesla Model 3 is listed for sale at $150,000 ... Tesla's current low production volume for Model 3 combined with the fact that there are over 400,000..."
