Headlines,Dates,Descriptions
"Tesla earnings, Q4 2015",10 Feb 2016,The electric-car manufacturer posted an adjusted loss per share of $0.87 in its 11th-straight quarterly decline. Revenues totaled $1.75 billion.
Tesla Model 3: First Look at Elon Musk's Electric Vehicle For the Masses,31 Mar 2016,"Tesla Gears Up for 'Part One' of Model 3 Reveal. The Model 3 will be able to go from 0 to 60 mph in under six seconds, it will have autopilot hardware, and have..."
"From Tesla, a new-car smell that vegans can get behind",18 Jan 2016,"Jack Norris, executive director of Vegan Outreach, an advocacy group based in Davis, Calif., said Tesla's move indicated that enough people had voiced concern..."
Newest Tesla electric will aim at middle market,28 Mar 2016,"NEW YORK — Tesla is set to unveil the Model 3, its long-anticipated pitch to middle-class drivers and a key component in founder Elon Musk's vision to..."
This is the Brabus Tesla Model S,2 Mar 2016,"It's an extension of Tesla's tech-heavy interior setup, with a pair of inductive phone chargers and cupholders that will warm or chill your drink. Perfect for..."
Why the Tesla Model 3 will make or break the company,31 Mar 2016,"Along with a high-end Founders edition, expect to see the most luxurious, sweetest Model 3's packing some serious performance figures. In other words, ""..."
"Tesla, Radio Flyer Team Up To Create Cars For Kids",23 Feb 2016,(CBS) -- It's electrifying! Not just the idea but the price tag. CBS 2's Vince Gerasole has a look at the latest luxury car for your toddler. The Tesla is a...
Signature Red Model X Is Tesla's Way of Celebrating the Chinese New Year,4 Feb 2016,"Red is the color that symbolizes celebration in the country, so you shouldn't be surprised to find out that the first Model X batch for China is a limited..."
"Tesla's new firmware improves Autosteer, adds remote parking—of a sort",9 Jan 2016,"Tesla doesn't do auto shows or CES, but it evidently didn't want to be left out; it's just begun rolling out its latest firmware, version 7.1. The update..."
"Tesla Motors Applies To Sell, Service Cars In Michigan",2 Feb 2016,"Tesla says it's ""committed to being able to serve its customers in Michigan and is working with the legislature to accomplish that."""
The Tesla Model S P85D and the Dodge Charger SRT Hellcat Are Two Opposing Sides of the Same Story,6 Jan 2016,"The specs are quite straightforward here. Both cars have engines capable of producing around 707 HP (707 HP for the Charger and 691 HP for the Model S), both..."
Let The Teasing Game Begin – Tesla Model 3 Shows Its Silhouette,16 Mar 2016,"Previewed in a teaser image posted by Tesla Motors, the Model 3 will join the likes of the Model S and Model X from March 31, when its presentation is."
Tesla Canceled a VC’s Model X Order Because He Was ‘Super Rude’,3 Feb 2016,Investor Stewart Alsop says that Tesla CEO Elon Musk canceled his Model X order after he publicly criticized a Tesla customer event.
How Nikola Tesla Inspired Next-Gen Wearables for Chronic Pain,7 Mar 2016,"How Nikola Tesla Inspired Next-Gen Wearables for Chronic Pain ... Diathermy, a technology with roots stretching back to the late 1800s, could offer significant..."
Aussie queues for 48 hours to order unseen Tesla model,31 Mar 2016,Andreas Stephens lined up for 48 hours outside Tesla's Sydney dealership to be the first person in the world to order an unseen model of the electric car...
Who Pooped on This Guy's Tesla?,5 Feb 2016,"Unfortunately, that's what apparently happened to this poor Chicago guy named ""Michael"" who took to Craigslist to kvetch about a very inconspicuous poop someone..."
"Tesla Model 3 preorders surge past the 150,000 mark",31 Mar 2016,"Preorders broke the 150000 barrier, according to Tesla's own tracker at the launch event."
Construction workers walk off Tesla's new Reno site in protest over pay,29 Feb 2016,Construction workers walk off Tesla's new Reno site in protest over pay ... Hundreds of union construction workers walked off the job at Tesla Motors' battery...
The electricity between Mark Twain and Nikola Tesla,11 Feb 2016,Clemens had long been fascinated by electricity and had invested in the development of an electrical motor during the 1880s. His particular interest in Tesla...
"Tesla to unveil Model 3 in 2 weeks, increases plant capacity",20 Mar 2016,"Tesla to unveil Model 3 in 2 weeks, increases plant capacity ... Join leaders in Boston on March 27 for an exclusive night of networking, insights, and..."
Elon Musk's 'Master Plan' Relies Heavily on the Success of Tesla's Model 3,31 Mar 2016,"Elon Musk's 'Master Plan' Relies Heavily on the Success of Tesla's Model 3. For Tesla to truly be the catalyst of a widespread adoption of electric vehicles, as..."
Tesla adds driverless self-parking feature to its cars,10 Jan 2016,"In an industry first, Tesla Motors announced Sunday that it has equipped many of its cars with this ability to park themselves -- as the driver stands..."
$500 Tesla Model S for kids coming in May,16 Feb 2016,"$500 Tesla Model S for kids coming in May ... The Tesla Model S has gotten a kid-friendly makeover. Radio Flyer, which makes the famous little red wagons and..."
Elon Musk bought $100 million more worth of Tesla this week,29 Jan 2016,"Share this story ... Tesla announced this afternoon that CEO and co-founder Elon Musk exercised 532,000 options of the company this week, increasing his holding..."
"Tesla's Model 3 is here—with a 215-mile range, to be delivered in 2017 [Updated]",31 Mar 2016,"Tonight, Musk released the first official details on the company's most important car to date, the Tesla Model 3. The base version of the all-electric vehicle..."
Tesla Unveils Lower-Priced Model 3 In Hawthorne,31 Mar 2016,"HAWTHORNE (CBSLA.com/AP) — Tesla Motors Thursday night unveiled its new, lower-priced Model 3 - the company's first affordable electric car for the masses."
Elon Musk wanted to name his Model 3 Model E so Tesla's brands would spell SEX. This and other secrets about his newest car,30 Mar 2016,"The bars should be horizontal, similar to the stylized “E” in the Tesla logo. That's no mistake: Musk originally wanted to call it the Model E, which would..."
'Affordable' Tesla Model 3 electric car gets 5-star reveal from Elon Musk,31 Mar 2016,Tesla Motors CEO Elon Musk made clear at the unveiling of the Model 3 electric sedan that he doesn't intend it to be a third-rate car.
Tesla solves glaring cupholders problem.,24 Feb 2016,"The Model S barely has cupholders, and the two it does have are awkwardly located (maybe CEO Elon Musk doesn't like to chug coffee or soda on his commutes). In..."
"Tesla Model 3 Will Look Similar To Model S, + Other Tidbits (Rumor)",1 Mar 2016,Originally published on EV Obsession. A recent post on the Tesla Motors Club forum concerning the Model 3 — detailing a conversation with a purported Tesla...
Tesla Model 3: Elon Musk finally delivers a $35000 electric car,31 Mar 2016,"Here's everything you need to know about the Model 3: a $35,000 electric car that could make the company accessible to many more consumers."
2015 Tesla Model S P90D: Quickest Sedan Ever?,29 Jan 2016,"Cutting to the chase, it's the first production car with four doors to crack the 3.0-second zero-to-60-mph barrier, doing it in 2.8 seconds. In 30-to-50-mph..."
Denmark's best-selling car in December was for the first time an electric car: the Tesla Model S,7 Jan 2016,"Denmark's best-selling car in December was for the first time an electric car: the Tesla Model S ... In December, the Tesla Model S not only outsold every other..."
Tesla is now offering Ludicrous Mode upgrades for older P90D models because why not,23 Mar 2016,"Sure, no worries. Tesla is now allowing P90D buyers who skipped the insane Ludicrous Mode upgrade at the time of purchase to add it to their vehicle for $10,000..."
Tesla Model 3 reservations begin March 31: How to be near the top of the list,31 Mar 2016,"You can reserve a Model 3 at a Tesla showroom as soon as it opens on the morning of March 31, but the online form (available from the Tesla.com homepage) won't..."
Tesla Has a New Rival--and It Looks Like the Batmobile,4 Jan 2016,Faraday Future finally unveiled its all-electric concept car at CES--and it looks like the Batmobile.
#1 Tesla Dominates Large Luxury Car Market In US (Updated Figures),10 Feb 2016,"#1 Tesla Dominates Large Luxury Car Market In US (Updated Figures) ... Originally published on EV Obsession. ... In Q4, we increased global deliveries over 76% year..."
How Tesla Techs Service Model S Electric Cars: Software Screens Revealed,17 Feb 2016,"And then he tapped in with an HP laptop running a proprietary application called Toolbox—where techs can run specialized diagnostic applications, and tap into..."
Elon Musk Cancelling A Customer's Tesla Order Makes No Sense,6 Feb 2016,"It's been a few days since the big Musk-vs-Angry-Tesla-Customer flap livened up our Twitter feeds, and having spent that time mulling the brouhaha and..."
"The Tesla Model S Is a Classic American Muscle Car, and That's OK",25 Jan 2016,"The Tesla Model S Is a Classic American Muscle Car, and That's OK ... What I'm about to say might be offensive to anyone who came of age idolizing some of the..."
Tesla discontinues P85D Model S,9 Feb 2016,"""The recently introduced 90-kWh battery pack offers unprecedented range and value that has been well received by our customers. As a result, we will no longer..."
"Tesla ""couldn't flip"" the Model X in internal crash tests: a look at the Model X's safety features",7 Mar 2016,"The Model S surprised NHTSA 3 years ago when it first tested it and the car even broke the agency's roof crushing machine during testing. Now, Tesla claimed..."
Tesla Model X SUV first-drive review,28 Feb 2016,The rain beads artfully on the Model X's stately gray exterior. ... This is one stunning SUV. And just think about who it's aimed at: affluent suburbanites who...
